case,x2,x3,x5,x7,x11,x13,x17,x19,x23,x29,r1,r2,r3,r4,r5
0,0.226020692,-0.429024074,-0.976886408,-0.012569009,0.451593723,-0.767065644,0.406183316,0.981950806,-0.96490926,0.813224018,-0.851851599,-0.239168119,0.383005187,-0.061489861,-0.678918254
1,0.860637139,0.695690848,0.232944529,-0.294729421,-0.979451955,-0.945650757,-0.170203797,0.355304951,0.990354696,0.106764668,0.533735618,-0.351408969,2.06172042,2.28986301,1.525870609
0,0.807034886,0.583695022,-0.008410855,-0.597270728,-0.945175945,-0.569954148,0.610677425,0.960445788,0.556051994,-0.964994025,0.530283412,0.011464956,0.194381025,0.480576663,0.648527856
1,0.996298936,0.991679031,0.976943221,0.954975954,0.890049788,0.847571481,0.74415424,0.683980815,0.548928112,0.3173131,-0.332683908,-0.409652342,0.082094135,-0.857219126,-1.064608148
0,-0.321909207,0.95715609,-0.033958668,-0.935292875,0.525748751,-0.974604171,0.909115373,-0.687024579,0.987556631,0.734762632,0.636217582,-1.027600595,0.5925275,1.249213246,1.271058287
0,-0.332952597,0.96208542,-0.063142568,-0.920038456,0.470019092,-0.988789108,0.863318778,-0.763309168,0.99972365,0.838644177,0.120553068,-0.674098274,0.048526308,-0.323619253,-0.287605873
0,0.181929275,0.489028806,0.946679556,-0.144571356,-0.219026336,0.919588475,-0.718146753,-0.8149303,0.968343033,-0.29222557,-0.822709724,-1.220581791,0.733037681,0.236970318,-0.540903385
1,-0.387866727,-0.98239416,0.208843119,0.820387566,-0.164702589,0.973010507,-0.515254686,0.989794509,-0.793873696,-0.961662494,0.190895357,1.124170658,0.782121004,1.266783024,0.9711702
0,0.819224661,0.608912094,0.043935622,-0.536925804,-0.976446495,-0.676196756,0.46079372,0.88645478,0.738260264,-0.842403587,0.554977768,-0.526644745,-1.110109275,-1.037673049,-0.205129528
0,0.501147415,-0.001988141,0.864363867,0.868335576,-0.862357497,-0.870300853,0.860337493,0.87225237,-0.858303886,0.856256708,0.488854561,0.55869784,0.505294802,0.140843047,0.132622927
0,0.143023414,-0.539737127,-0.910374026,0.279327525,0.003937434,-0.989148488,0.907087311,0.546349668,-0.761115263,-0.271757507,-0.758477233,0.251177795,-1.941440502,-0.147506288,0.443975346
0,0.87224201,-0.720313204,-0.289041409,0.216085085,0.945738458,0.98382724,0.360354292,-0.141900138,-0.918566142,-0.429618263,0.343178753,1.095915028,0.330621156,1.069180536,1.075459334
1,0.449593831,0.08582659,0.928524265,0.749090973,-0.978339681,-0.624760066,0.9993285,0.482020719,-0.990872291,0.953220214,-0.339906514,0.261466735,-0.319548527,-0.625565819,-0.635744813
0,-0.120032154,-0.822550578,-0.465847804,0.934384008,-0.992368074,-0.003303397,-0.235119136,-0.936717389,0.826289836,0.818775415,-0.619053831,0.120846811,0.379449286,0.867884916,0.368633358
1,-0.042697594,-0.750926566,-0.627720713,0.804530894,-0.852268311,-0.486238034,0.40991261,-0.928795263,0.957026739,-0.165332146,0.009403245,-0.210928451,0.345120108,1.320429364,1.152570932
1,0.363284807,-0.225748604,-0.989638454,-0.493292626,0.951923,0.060411306,-0.720158299,0.384784842,0.341589525,0.106612182,-0.953842177,-1.227729633,0.796894816,-0.338210925,-1.213579422
1,-0.359483503,-0.972786876,0.133488026,0.87681339,-0.327603177,0.999423798,-0.718343966,0.907415167,-0.954825578,-0.986265295,-0.320618105,-0.68695686,-0.472925457,0.482921415,0.559075091
0,0.135709129,0.549030971,0.902578285,-0.304054744,0.036679452,0.995059767,-0.931711305,-0.486281398,0.703341543,0.373075271,0.422988418,0.323316574,-0.421506872,-0.044781896,0.377465749
1,-0.698142544,-0.930945895,0.911370403,-0.341587009,0.948157765,-0.889480992,0.479236683,-0.962962314,-0.24528958,-0.838988447,0.237665464,-0.049483525,-1.526581977,0.475186587,1.357310307
1,0.999755626,-0.999450188,-0.998472992,-0.997007796,-0.992616504,-0.989692555,-0.982395193,-0.978025348,-0.967854006,-0.949056883,-0.07874342,0.816970701,-0.450874156,-0.118038801,0.068026567
0,0.998980687,0.997707033,0.993634974,0.987537265,0.969318725,0.957235033,0.92724193,0.909393663,0.868175552,0.793201846,1.792016388,1.178240417,0.620024271,0.577563292,1.16355935
0,-0.07176431,0.779042538,0.569447051,-0.860774487,0.924774081,0.31316973,-0.17398674,0.994694977,-0.999175875,-0.253289942,0.052104932,-0.312127232,0.063759449,0.436685318,0.430858059
1,0.797957664,0.565014104,-0.046430273,-0.639112889,-0.914574172,-0.486043157,0.707700551,0.99053971,0.40288102,-0.998998133,-0.050499543,-1.255717869,1.269914203,2.604740163,1.94453329
1,-0.832225902,-0.77171213,0.994845038,-0.884159489,0.090555827,-0.627521629,-0.960238364,0.644346797,-0.457519031,0.785393601,1.015873426,1.797741533,-0.603494939,-0.02320787,0.786476312
1,-0.276901749,-0.93428581,-0.083878802,0.980738184,-0.726399809,0.861540191,-0.999590022,0.304300614,-0.76454858,-0.140779979,0.513765702,0.75789873,0.090942095,-0.413814317,-0.202402513
0,-0.153041857,-0.849937498,-0.39060067,0.969494002,-0.998221289,0.211684933,-0.497392035,-0.781184377,0.555753768,0.991776694,0.73293219,0.736936152,0.160102443,0.111417017,0.39783189
1,-0.668102,0.951695647,-0.864291147,0.20317364,-0.995288354,0.737098563,-0.750960752,0.993062455,-0.223444665,0.388332758,1.0155212,1.245143054,-0.153371728,0.499526934,1.083973398
1,-0.789547044,-0.836622813,0.99671983,-0.737291578,0.472741298,-0.914035932,-0.618644539,0.006290494,-0.967502841,-0.155116755,0.322045099,0.027047146,0.099428775,0.312845787,0.424153949
1,0.872504834,-0.720872378,-0.290327896,0.214247392,0.944773488,0.984447205,0.364613492,-0.136842334,-0.91610468,-0.436644917,-1.246356829,-1.884930856,-0.797300451,-0.242537113,-0.467065302
0,0.47669692,0.040047371,0.897452969,0.815578761,-0.929876575,-0.766653396,0.956334866,0.71280982,-0.976658109,0.990715926,0.193385935,0.283935738,0.176130029,0.069917883,0.078545836
0,-0.854046527,0.731569855,-0.979447322,0.941417312,0.132257615,0.402672738,0.99806626,-0.884729925,0.008247971,-0.996905128,-0.568295954,-0.275645916,0.087246643,-0.976685239,-1.304456537
0,0.353625064,-0.24084127,-0.993021188,-0.461473092,0.932957348,-0.006810081,-0.656430544,0.473513192,0.227599992,0.254037871,-0.967597394,-0.258977679,0.024177437,-0.782076145,-1.277963561
0,0.858527468,-0.691228958,-0.222894831,0.308506289,0.983778579,0.936584787,0.135525348,-0.391684486,-0.9958146,-0.047086945,0.577769117,0.60422152,0.412045008,-0.370040877,-0.287178823
1,-0.99078095,-0.202428618,0.333231355,-0.457889939,-0.679736446,0.77283394,0.914826357,-0.961103209,-0.999967646,0.921204858,-0.71904863,0.647377563,0.407185576,0.481253662,-0.08186344
1,0.319592626,0.293082051,0.999612195,0.345855322,-0.84349081,0.239399687,0.397555805,-0.742399752,0.184974745,-0.703950126,0.069642972,-0.483872572,0.473555768,0.572167108,0.37021071
0,0.195341026,0.471058544,0.957125648,-0.097126731,-0.291629774,0.8811368,-0.632712199,-0.883063409,0.995468563,-0.474662354,-0.063233443,-0.876580239,-0.37232805,-0.092373638,0.062173665
0,0.831297623,-0.634034346,-0.097247087,0.472351801,0.995016435,0.771732649,-0.292801141,-0.774872385,-0.880237863,0.637855963,-0.436386823,-0.259222415,-0.640306986,1.065800084,1.167760166
0,-0.951884659,0.450390167,-0.702333626,0.886691042,0.989895444,-0.898811,-0.474250942,0.181631031,-0.426203244,0.980833898,0.326030387,0.021481385,0.368115779,0.644492047,0.623449351
0,0.367211344,-0.219580516,-0.988069407,-0.506080074,0.958772871,0.08775183,-0.744565087,0.347500444,0.386758686,0.045638929,-0.070747484,-0.488088648,0.737248218,0.195524232,-0.208473619
0,-0.613228016,0.979099051,-0.761065194,-0.045686053,-0.956447649,0.355943859,-0.993576089,0.69867923,-0.866307234,-0.595699014,-0.897391026,-1.482307508,1.027426224,0.505574866,-0.456833758
1,-0.959612149,-0.414837337,0.654060566,-0.840451594,-0.99999729,0.960264542,0.657575812,-0.419069726,0.137494595,-0.837919213,-1.06384706,0.032723794,0.529711618,-0.896208348,-1.692987687
1,-0.625567936,-0.974032004,0.7859617,-0.009312873,0.978079928,-0.449400852,0.96964617,-0.797340704,0.762389739,0.398807868,-0.388375775,-0.131672372,-0.023171256,0.380557444,0.197955184
1,0.560696923,-0.107236087,0.763119454,0.962993546,-0.607763358,-0.998317671,0.424451172,0.987720867,-0.221614948,0.008584811,0.263969434,-0.182690921,-1.086637038,0.055979256,0.731282492
0,-0.427156626,-0.99239839,0.312635308,0.725309904,0.071146837,0.871495485,-0.174651833,0.964884354,-0.409869791,-0.620257125,-0.508055889,-0.332985607,0.26559187,0.517830983,0.131007104
1,-0.739918281,-0.894258289,0.962744327,-0.530445966,0.793517981,-0.996505927,-0.011481675,-0.664156922,-0.807282116,-0.956281306,0.286549601,-1.277638286,1.064513951,-0.381723315,-0.77070549
1,-0.376335463,-0.978725513,0.178238801,0.844570349,-0.231954661,0.988507878,-0.603090326,0.965995035,-0.872674338,-0.995312664,-1.11747411,-0.498668488,1.662366514,0.416248513,-0.973671799
1,-0.772275085,0.858620582,-0.98874745,0.66854946,-0.600804357,0.971833206,0.418633854,0.253639796,0.998053227,0.528436032,-0.010171129,-1.097041487,0.850757687,-0.139513299,-0.569977707
1,0.874812711,0.725785442,0.301655181,-0.198001868,-0.935902868,-0.989395167,-0.401851098,0.092079171,0.892881482,0.497441229,0.26662884,-0.243405529,0.742715633,1.23046716,0.992423764
1,-0.542800988,0.9971697,-0.60440859,-0.34102254,-0.717030476,-0.196213631,-0.813440045,-0.046968262,-0.891457442,-0.949318665,-0.239763645,0.081857042,-0.595709346,-0.883741461,-0.705768611
1,0.999989171,-0.999975636,-0.999932321,-0.999867351,-0.99967245,-0.999542523,-0.999217729,-0.99902287,-0.998568248,-0.997724132,-0.079703771,0.60682927,1.687711276,1.36620087,0.482493347
1,-0.036910728,0.745161404,0.638925272,-0.792327798,0.835176317,0.518780548,-0.454299466,0.907010501,-0.935604698,0.247472753,0.186183667,-0.921174516,0.340955113,1.002576111,0.925190388
1,-0.649763089,0.962286332,-0.832044708,0.118977547,-0.999315917,0.621206924,-0.870769566,0.939546588,-0.484457953,0.045262934,0.815702597,0.09562061,0.636206644,0.588483136,0.678231113
1,0.106211738,-0.585729228,-0.868133515,0.401317289,-0.198796417,-0.995611755,0.992915061,0.22361336,-0.424441559,-0.726499425,0.960563268,0.677236897,1.15684822,0.63942759,0.541285114
1,0.077034727,-0.620775492,-0.829479964,0.492977966,-0.353478427,-0.959893039,0.991567906,-0.052817905,-0.101206181,-0.945159694,-0.061236285,-0.067033046,-1.093874151,-0.437083841,0.079235092
0,-0.999730685,0.034806387,-0.057989814,0.081142006,0.127302826,-0.15028659,-0.195998935,0.218702895,0.263745247,-0.330213465,0.774581765,-0.331530892,0.557428519,1.069556518,1.178133142
1,0.467502304,0.055674583,0.908648749,0.793916184,-0.949438734,-0.721396132,0.978456974,0.639931752,-0.995343681,0.999889484,0.682982275,-0.430048971,-0.257701071,4.83264E-05,0.470389999
1,0.750901697,0.469515008,-0.230536071,-0.815734863,-0.677864653,-0.023482122,0.988539665,0.841993103,-0.427542771,-0.510451664,0.616217562,-0.15056537,-0.126555543,0.847228035,1.218614587
0,-0.643231387,-0.965700502,0.819982083,-0.089175922,0.996467402,-0.576657639,0.904215268,-0.908620465,0.568105173,0.078782702,0.220710726,-1.042761825,-1.235864395,-1.287047997,-0.558760437
0,0.833128162,0.637856171,0.105458347,-0.462135534,-0.996662886,-0.785201234,0.265856404,0.75466855,0.89761595,-0.600270424,-0.551236645,-0.760958291,-0.150637101,-0.255804532,-0.456104304
0,-0.982218038,-0.279522601,0.454812284,-0.613927057,-0.861773383,0.941690548,0.999403121,-0.975146043,-0.824687864,0.39223164,0.184357482,0.096943904,0.934018348,0.943631126,0.568800693
0,-0.102342685,-0.807075057,-0.504750301,0.910390059,-0.975563267,-0.118723247,-0.085934322,-0.982274681,0.923531703,0.645114843,0.036646209,-0.681623353,-0.787360765,0.022492682,0.434496168
1,-0.489250553,-0.999827901,0.472986566,0.537010024,0.439975842,0.567934619,0.406359417,0.598077356,0.372183569,0.337495347,1.031895065,0.595942763,-0.966344004,0.056849089,1.055968624
0,0.648782357,-0.270176828,0.55738798,0.993423804,-0.044068762,-0.788825765,-0.482117744,0.353904744,0.867534512,-0.999646753,-0.496423061,0.429766336,-0.385501893,0.546362326,0.490901742
0,-0.522882286,-0.999202302,0.556505493,0.417228574,0.621036144,0.343370757,0.681605182,0.267322566,0.737826235,0.789340668,-0.805378311,-0.957564912,-1.358535855,-0.22027588,0.056302893
1,-0.032057675,-0.740284149,-0.648216782,0.781844795,-0.82019145,-0.545501668,0.49067237,-0.886626111,0.914441018,-0.315024267,-0.066255006,0.986272879,-0.379153674,0.054675773,0.211125107
1,-0.029973743,0.738177997,0.652176925,-0.777274364,0.813577439,0.55680936,-0.506036431,0.877292372,-0.904475257,0.343568234,0.430217935,0.165014867,0.381654315,1.258036273,1.282318083
0,0.810387912,-0.590616558,-0.005840223,0.581150865,0.95494833,0.600001671,-0.571605885,-0.943964872,-0.609304924,0.94004546,-0.374752234,-0.354581307,-0.696975055,-0.681105592,-0.519994182
1,-0.313355837,0.953150438,-0.011413581,-0.945997414,0.567287329,-0.959806796,0.93835145,-0.622310604,0.965963018,0.64001573,-0.039715236,0.767742199,-0.278378035,-0.088938696,0.030392703
1,-0.974651799,-0.332030555,0.534649048,-0.710162759,-0.946109386,0.994580657,0.940357097,-0.840411205,-0.519928809,-0.129776206,1.210828525,0.313268219,0.238146548,-0.169171372,0.317169616
1,0.308236905,0.310186739,0.999997898,0.306285775,-0.806357456,0.314082487,0.302379661,-0.813571941,0.317972953,-0.815949463,-0.092822552,0.570820988,-1.082166929,1.186371278,1.681043467
0,0.142973503,-0.539800806,-0.910321851,0.279496998,0.003660074,-0.989196594,0.907267665,0.545948349,-0.760738977,-0.272461143,-0.512157561,0.099595211,0.282919556,0.822401355,0.424862797
1,0.68254057,-0.334855296,0.460103226,0.962933531,0.203363368,-0.576771679,-0.775618994,-0.068079353,0.99999998,-0.775868699,-0.704534694,-1.072102247,1.000533196,0.188243287,-0.664290658
0,0.998581421,-0.99680914,-0.991144882,-0.982668589,-0.957384001,-0.940647443,-0.899223084,-0.874652811,-0.81814443,-0.71621442,-0.268543601,0.1415161,0.463194459,0.33193727,-0.03393176
1,0.986140618,0.968906574,0.914427124,0.834600883,0.608400019,0.468295403,0.153387794,-0.012686349,-0.339186064,-0.748699971,0.099356884,0.51906547,-0.136594498,0.929411016,1.047386707
0,0.809458659,-0.588697199,-0.001879484,0.585654471,0.952326126,0.59173161,-0.582603467,-0.948825267,-0.594757659,0.947631478,-0.557745809,-0.317299916,0.954702916,1.032741176,0.276516813
1,0.960353108,-0.911534752,-0.760751802,-0.549645963,-0.016879045,0.262536931,0.738410995,0.897135229,0.994226853,0.577530185,-0.381285084,-0.552161731,2.013820094,0.27183093,-0.92572166
0,-0.421213813,-0.991138892,0.297010098,0.74092938,0.035106085,0.891615141,-0.229275532,0.979375355,-0.477476078,-0.691978852,-0.414852013,-1.14247371,1.330204513,0.098577387,-0.773950876
1,0.996453234,0.992025676,0.97790147,0.956840489,0.894553935,0.853770193,0.754366231,0.696451137,0.566245919,0.342146207,0.899835037,0.297560318,-0.006453571,-0.298898896,0.154245408
0,0.988318957,0.973781701,0.927738367,0.86002113,0.6663624,0.544945178,0.26705155,0.117067318,-0.187538116,-0.603307993,-0.561434851,0.097761367,-2.177320974,-0.269706091,0.538236971
1,0.983487316,-0.962974521,-0.898283181,-0.803925707,-0.539553944,-0.378270628,-0.023965428,0.157355396,0.498590323,0.876195752,0.556932904,1.25909858,1.21542906,1.197364052,0.868115974
0,-0.80686025,0.812231782,-0.999958138,0.801421163,-0.328098186,0.822770391,0.790342155,-0.275768077,0.833033461,-0.258132179,0.194095128,0.549600385,-0.997307539,-0.325971877,0.269729457
0,0.609623039,-0.19668848,0.657301222,0.998100417,-0.315775201,-0.944636473,-0.07461559,0.744994348,0.453459959,-0.76213347,0.209793128,1.607410445,-0.45853948,0.028923615,0.363089919
1,0.106814575,0.584991887,0.868884814,-0.399372763,0.195527298,0.995972809,-0.992289516,-0.229223493,0.430744291,0.720430439,-0.458786038,-1.497968428,0.50671881,-0.227419036,-0.71017146
0,-0.54935431,0.99621886,-0.619872414,-0.315159695,-0.746347847,-0.146122275,-0.850289596,0.02732686,-0.92855946,-0.978794319,0.6840996,-0.057157746,1.359120446,1.345939784,1.008429361
0,-0.359328326,-0.972729052,0.133076015,0.877093089,-0.328467154,0.999459902,-0.719326567,0.906750174,-0.955392107,-0.985864177,-0.00433082,-0.485709389,-0.783307765,-1.348358778,-0.958870305
0,0.519129437,-0.03334376,0.836910647,0.902273665,-0.798569263,-0.929004615,0.756676461,0.951604072,-0.711418549,0.662996798,0.448837503,0.162860156,-0.145815924,-0.072079117,0.225247597
0,0.271712702,0.364075329,0.995253796,0.176770867,-0.665414652,0.537588791,-0.01722959,-0.966917055,0.690738646,-0.998015736,-0.274655399,-1.319593764,-0.290918428,-0.065777344,-0.05764583
0,0.889059459,0.756229806,0.372797331,-0.093351819,-0.864677257,-0.998711023,-0.621421507,-0.193811632,0.685997398,0.818669136,0.42978442,0.712332545,1.080274271,0.492852211,0.167607286
1,-0.999031824,-0.065963389,0.109797052,-0.15341811,-0.23968512,0.282164029,0.365401546,-0.405998976,-0.484758277,0.595677948,0.340433826,-0.125331867,1.373492549,1.603425018,1.086895656
0,0.99561362,-0.990139669,-0.972690277,-0.946707706,-0.870127646,-0.820201975,-0.699265437,-0.629315518,-0.473515265,-0.210597105,0.786581534,-0.183431676,-0.46021072,-1.642809236,-1.019413109
1,-0.999964102,-0.012709651,0.021181737,-0.029652303,-0.04658644,0.055048795,0.071961041,-0.080409718,-0.097289146,0.122554388,0.219179852,-0.68319844,-0.225876517,0.127302728,0.349830912
1,-0.111437838,0.815100607,0.484878034,-0.923168126,0.985378592,0.059509395,0.163063569,0.962298886,-0.878155165,-0.740499764,0.084320634,-0.594862051,1.190650946,0.278694346,-0.27447081
1,0.730485979,-0.428788917,0.303735801,0.872538405,0.546092161,-0.173193007,-0.994302246,-0.653525412,0.711262944,0.094867393,0.23378717,-0.127547993,-0.998254418,-0.577959224,0.03806157
0,0.440330524,0.101274079,0.93781365,0.724621873,-0.988527273,-0.570890072,0.998685816,0.393737074,-0.967872518,0.897351518,-0.339473634,-1.050899736,-1.080627242,-0.250591794,0.11998501
0,-0.978471578,-0.30678497,0.496610031,-0.665052631,-0.910012957,0.975983465,0.980825062,-0.919487687,-0.682387847,0.127053397,0.961639309,-0.618349899,0.668575813,-0.155279149,-0.008747402
1,0.823820298,-0.618457824,-0.06405635,0.512915981,0.985048893,0.713849002,-0.398955718,-0.848453339,-0.797523874,0.773823586,-0.277283866,0.021923432,-1.092180767,-0.534547679,-0.127099228
1,0.108463356,0.582972518,0.870929691,-0.394044603,0.186574054,0.996881387,-0.990443838,-0.244529874,0.447876708,0.703546481,1.472625114,0.153329712,0.502288875,-0.593042583,-0.107874464
1,0.934357095,0.854339022,0.613063093,0.291300679,-0.419691398,-0.715577891,-0.999003186,-0.949332269,-0.498972612,0.540157622,1.380425543,0.882211343,-0.08764593,-0.102577882,0.631457855
0,0.193952764,-0.472930183,-0.956094699,0.102055764,0.284175057,-0.885449619,0.64198232,0.87667435,-0.993789039,0.456500574,0.797348091,1.255540986,-0.057400119,-0.504842839,-0.077468734
0,-0.982360364,-0.278428448,0.453120255,-0.61182631,-0.859646518,0.940017755,0.999605334,-0.976719469,-0.829596929,0.402339143,-0.996014157,-0.167603596,-0.10144705,0.320408779,-0.126874774
0,0.905313897,-0.791206343,-0.456538726,-0.035415364,0.745932298,0.958191066,0.832510912,0.518372316,-0.326321901,-0.996986909,-0.650336242,-0.433123009,1.010876706,0.73474532,-0.095861154
1,-0.637193342,-0.968694715,0.808576948,-0.06174498,0.991907035,-0.534183149,0.930710023,-0.874933316,0.640072334,0.191642608,-0.228431371,-0.908596452,1.060770343,0.795012795,0.150411939
0,0.460650784,0.067254954,0.916552869,0.777166642,-0.96193185,-0.685681299,0.98990668,0.581789982,-0.999971212,0.991943349,0.05750654,0.51218518,-0.560117793,-0.416605824,-0.107793658
1,0.446705233,0.090654546,0.931493112,0.741551149,-0.981863871,-0.608223906,0.999957833,0.454902526,-0.985180193,0.938016737,-1.035413981,-0.216355113,0.797758437,0.4632354,-0.453350809
0,0.964675916,-0.921108145,-0.786012049,-0.595385643,-0.10438319,0.161304433,0.640526845,0.820205448,0.997124434,0.749226161,-1.02917529,-0.377354845,0.592839632,-0.201362065,-1.012369526
0,-0.031208405,-0.73942668,-0.649832832,0.779987173,-0.817508945,-0.550122221,0.496952722,-0.882864023,0.910442714,-0.326693323,-1.834240285,-0.594858684,-0.017696246,0.228948656,-0.679323364
0,0.143621927,0.538973249,0.910998585,-0.277294504,-0.007263541,0.98856332,-0.90491151,-0.551152549,0.765607755,0.26330821,1.182286117,-0.410100196,-0.581853617,0.148956325,1.031026192
0,-0.580969305,0.989580841,-0.692103722,-0.185398805,-0.869090405,0.102303945,-0.974012949,0.38152375,-0.998171278,-0.939562207,0.837875575,0.267043401,0.570443061,1.525703234,1.659419491
0,0.99130727,-0.980476815,-0.946083139,-0.895241374,-0.748019795,-0.654199495,-0.434267064,-0.311978559,-0.053350216,0.335817823,0.131339202,-1.20875041,-0.299815273,0.395222927,0.610800164
0,0.053371842,-0.648264068,-0.794929396,0.563410375,-0.472137063,-0.905467546,0.945548104,-0.274552832,0.17049323,-0.999937967,1.110568617,-0.075253567,-0.387521685,0.569820406,1.318865557
1,0.920347469,-0.823783983,-0.536450456,-0.163657657,0.596601321,0.862954396,0.962710289,0.780221488,0.091236121,-0.897523887,1.300965152,0.474024978,0.116916211,1.284047825,1.876072295
0,0.158583425,-0.51971261,-0.925947767,0.226032673,0.090384978,-0.968970719,0.842830174,0.665028161,-0.86544757,-0.046968732,-0.44872634,0.164646838,0.244044923,0.66142206,0.315036428
1,0.98155432,0.958657054,0.886570048,0.781776266,0.490596297,0.314952133,-0.064284838,-0.253887078,-0.598343689,-0.938595063,-0.185696719,-0.219909017,-0.498760713,0.677464794,0.83399679
0,-0.898473001,-0.630173098,0.907079461,-0.999799714,-0.598595681,0.186137479,-0.660740896,0.923199028,0.87050871,0.30250265,0.689552566,-0.929092102,0.020205262,0.100576185,0.435249837
0,-0.922386243,0.560404862,-0.836824855,0.983346606,0.81941286,-0.534404392,0.2273574,-0.585864335,-0.988518012,0.507888025,0.256197208,-0.294747767,0.597935333,-0.077621733,-0.248490795
1,-0.724940519,-0.908538443,0.946422635,-0.46366179,0.861173062,-0.974430294,0.174625249,-0.804820781,-0.633851429,-0.999753015,0.471837171,0.280693169,1.364007304,0.807241197,0.361156131
0,-0.524509687,-0.99908377,0.560467052,0.411142973,0.629236674,0.331682536,0.693396201,0.249792031,0.752475571,0.80604194,-0.812395609,-0.770794031,1.140177349,0.845966919,-0.13031956
0,0.464559398,-0.060655415,-0.912089514,-0.786784097,0.955023001,0.706256201,-0.983902067,-0.615334815,0.998301717,-0.998010043,1.177631432,1.05854011,-0.707235994,0.103194346,1.045628059
1,0.99844691,-0.996506677,-0.990306373,-0.981029998,-0.953373758,-0.935079798,-0.889844144,-0.86304296,-0.801489865,-0.690775809,0.532066502,0.058149183,-0.705631754,-0.687549541,-0.068700414
0,-0.21882684,0.898489361,0.231742087,-0.999912139,0.909811001,-0.604055275,0.886536211,0.257448151,0.179859496,-0.665465054,-0.549561146,-0.020303163,0.340096355,1.086242837,0.641414086
0,0.318256099,0.295103757,0.999704155,0.341220131,-0.839299442,0.248289048,0.386529039,-0.751308001,0.200886787,-0.718324723,2.031031505,0.813510624,-0.297431518,0.498083268,1.662314779
0,0.726224316,-0.420342107,0.318512979,0.882965848,0.51712137,-0.212857332,-0.987280218,-0.607688092,0.759678825,0.004825538,-0.383190043,-0.847565981,0.717135649,1.154031826,0.60386898
0,-0.349366713,-0.968898701,0.106636549,0.89438818,-0.383211948,0.999338464,-0.779196041,0.85950956,-0.984322902,-0.948348505,0.351581989,0.140990822,0.290257084,0.236910315,0.267572768
1,-0.88297375,0.669068492,-0.939644969,0.990295191,0.438646569,0.034537537,0.847797022,-0.997526986,-0.616166287,-0.718778327,0.184504699,1.858139447,0.786880052,0.861654184,0.560466507
0,0.309244692,-0.308675414,-0.999999821,-0.30981386,0.809790311,-0.307536526,-0.310951862,0.807677962,-0.306397197,0.806971529,0.034014555,0.921730873,-0.234755521,-0.649278888,-0.51489385
1,-0.518180012,-0.999498096,0.545014043,0.43466733,0.597014448,0.376763979,0.646618304,0.317348213,0.69362649,0.737850303,1.468867841,1.795019171,-0.824805674,-0.006387359,1.140449399
1,-0.439782392,0.994765418,-0.345707566,-0.690693217,-0.147722883,-0.82328515,0.05643175,-0.921490887,0.258229394,0.449241558,1.345162356,0.739764796,0.36728468,0.905334368,1.394273206
1,-0.285306109,0.938888476,0.062043798,-0.974291425,0.692466741,-0.889028774,0.994692497,-0.38240763,0.825480046,0.265028258,0.690040036,-0.527081042,0.201274089,0.319629543,0.564012516
1,-0.999978084,0.009930816,-0.016550876,0.023170211,0.036405543,-0.043020961,-0.056245849,0.062854739,0.076063966,-0.095852078,-0.0332648,-0.831536049,-0.811495219,-1.017433836,-0.628318626
1,-0.462446929,0.997935478,-0.404547769,-0.623771731,-0.283984225,-0.718815146,-0.15873519,-0.801998737,-0.030867162,0.097510147,1.10228079,0.77317224,0.08260555,-0.19694161,0.31289601
0,0.747175097,-0.462048884,0.244196215,0.826963545,0.654799615,-0.013076987,-0.994624936,-0.811976752,0.485083642,0.438698071,1.681430599,1.145197169,0.273665064,0.310347032,1.014229799
0,0.581552965,0.14504295,-0.720555825,-0.983125703,0.49122086,0.994265406,-0.220549744,-0.921737844,-0.068680596,0.352131475,0.364650983,-0.554606806,0.100256752,-0.170062558,-0.037865443
1,-0.108408854,0.812443928,0.491527013,-0.919015688,0.982384596,0.079269761,0.137455081,0.969768988,-0.894377531,-0.710089725,-1.277142846,-1.017302949,0.290050574,-0.378580295,-1.162177005
0,-0.560487348,0.994274223,-0.645774497,-0.270377352,-0.793271445,-0.059623451,-0.904535656,0.153853757,-0.974485128,-0.999924913,-0.349504512,0.801000807,-0.109508685,-0.082845545,-0.202843459
0,0.29961945,-0.323056633,-0.999695864,-0.276000017,0.775948578,-0.369327345,-0.228271972,0.860474444,-0.414699588,0.884549683,-1.091522956,-1.049563827,1.878965394,0.516527105,-0.96871707
1,0.338810441,0.263761529,0.996902196,0.411760217,-0.898213999,0.109236314,0.549570292,-0.5998345,-0.047991848,-0.466941795,0.063167036,-0.287965156,-0.401199006,-0.879969958,-0.647786937
0,-0.563447985,0.993686178,-0.65258077,-0.258295538,-0.805103192,-0.036385429,-0.917087771,0.187356727,-0.982895958,-0.999214237,-0.834862731,-0.849096031,0.192509076,0.560236428,0.046550524
0,0.515694147,0.027324895,-0.842361548,-0.896126735,0.811663175,0.919032973,-0.77854069,-0.939194428,0.743093015,-0.705426018,-0.018367076,0.374756438,1.285999031,-0.294598316,-0.94678137
0,0.999842753,0.999646205,0.99901734,0.998074288,0.995246914,0.993363481,0.988660081,0.985841595,0.979275481,0.967119669,0.532026491,-0.576138502,-0.521329144,-0.936010031,-0.409332213
0,0.478096002,-0.037660814,-0.89568998,-0.818790783,0.926619389,0.77325727,-0.952291764,-0.7233368,0.972561456,-0.987313469,0.625418133,1.531393806,0.069610822,-0.997105661,-0.719202006
